ETITLE:      TS           BOND          ANGLE          DIHED          IMPRP               ELECT            VDW       BOUNDARY           MISC        KINETIC               TOTAL           TEMP      POTENTIAL         TOTAL3        TEMPAVG            PRESSURE      GPRESSURE         VOLUME       PRESSAVG      GPRESSAVG
ENERGY: 5100000       230.3196       690.7934       697.0214        40.3882          -9011.2278       223.8755         0.0000         0.0000      1922.2318          -5206.5979       298.3686     -7128.8297     -5193.2803       299.3255            -37.1422       -36.9422   1000000.0000        -0.3266        -0.3278
ENERGY: 5150000       257.5658       662.2396       712.8744        42.9349          -9068.1402       257.1974         0.0000         0.0000      1944.9897          -5190.3385       301.9011     -7135.3281     -5176.0656       298.6707             22.4718        23.1395   1000000.0000         0.5069         0.5067
ENERGY: 5200000       240.7341       694.2968       702.4366        42.9757          -9067.5630       234.7192         0.0000         0.0000      1909.6866          -5242.7140       296.4214     -7152.4006     -5230.4922       299.0831             10.6557        11.9156   1000000.0000        -0.2261        -0.2267
ENERGY: 5250000       256.0694       699.5584       722.8445        47.4473          -9067.3443       274.2388         0.0000         0.0000      1977.7072          -5089.4788       306.9795     -7067.1860     -5075.0845       298.4886            -13.8687       -13.3545   1000000.0000         0.2447         0.2441
ENERGY: 5300000       249.0630       675.1014       701.6835        40.8808          -9083.0523       233.9052         0.0000         0.0000      1874.3661          -5308.0523       290.9389     -7182.4184     -5292.9150       299.7630              9.8249         9.9124   1000000.0000         0.5765         0.5765
ENERGY: 5350000       222.1903       735.0407       715.7665        44.0173          -9136.1610       295.8885         0.0000         0.0000      1903.7050          -5219.5527       295.4929     -7123.2577     -5208.3206       299.2229              5.1846         6.1102   1000000.0000         0.2776         0.2773
ENERGY: 5400000       224.5063       749.2363       712.8685        48.4875          -9124.2759       322.0138         0.0000         0.0000      1984.9293          -5082.2342       308.1005     -7067.1635     -5069.2472       299.0894             18.3156        19.2518   1000000.0000        -0.1368        -0.1377
ENERGY: 5450000       224.8700       715.5536       711.5383        39.5964          -9005.2754       211.7892         0.0000         0.0000      1902.9933          -5198.9345       295.3824     -7101.9278     -5185.4947       299.0168             -1.7793        -1.5624   1000000.0000        -0.1305        -0.1308
ENERGY: 5500000       251.0830       687.0160       704.7904        37.6113          -9203.8850       320.1944         0.0000         0.0000      1934.7139          -5268.4761       300.3061     -7203.1900     -5256.7859       298.5927              7.4172         7.8692   1000000.0000         0.3025         0.3031
ENERGY: 5550000       252.9866       688.1021       717.2231        41.2988          -8965.9394       204.0452         0.0000         0.0000      1920.4494          -5141.8344       298.0919     -7062.2837     -5129.3552       300.1259            -13.6065       -13.0116   1000000.0000         0.1012         0.1004
ENERGY: 5600000       250.9044       682.9900       717.5507        35.6954          -8932.8668       218.1192         0.0000         0.0000      1930.4032          -5097.2038       299.6370     -7027.6070     -5083.4931       300.2692             -6.9783        -5.4565   1000000.0000        -0.1865        -0.1859
