-25.5 1.7768981555769403e-5 0.00010486418435328735 -6.932622124174855e-5 
-24.5 9.195447955110669e-5 0.0002986072384904535 -0.0001146982793882401 
-23.5 0.00036515257468059005 0.0007335317841313253 -3.2266347701453003e-6 
-22.5 0.0008973335796949413 0.0014681795782716107 0.00032648758111827197 
-21.5 0.001469939006620082 0.0022046157492306715 0.0007352622640094927 
-20.5 0.0019501457442933372 0.0028600303899138455 0.0010402610986728286 
-19.5 0.0027968377117162197 0.0037381818822159168 0.001855493541216523 
-18.5 0.0031246754362582794 0.00430361322751305 0.0019457376450035097 
-17.5 0.0024148046193957634 0.003454032983311624 0.0013755762554799025 
-16.5 0.0015307977758676503 0.002242599096487092 0.0008189964552482087 
-15.5 0.000868014756418393 0.001436089541676081 0.0002999399711607053 
-14.5 0.00031628787169269524 0.000707694312059663 -7.511856867427249e-5 
-13.5 0.00013060201443490516 0.000356199862177359 -9.499583330754865e-5 
-12.5 3.198416680038492e-5 0.0001468726909211658 -8.290435732039597e-5 
-11.5 1.7768981555769403e-6 2.9829950369760555e-5 -2.6276154058606672e-5 
-10.5 0.0 0.0 0.0 
-9.5 0.0 0.0 0.0 
-8.5 0.0 0.0 0.0 
-7.5 0.0 0.0 0.0 
-6.5 0.0 0.0 0.0 
-5.5 0.0 0.0 0.0 
-4.5 0.0 0.0 0.0 
-3.5 0.0 0.0 0.0 
-2.5 0.0 0.0 0.0 
-1.5 0.0 0.0 0.0 
-0.5 0.0 0.0 0.0 
0.5 0.0 0.0 0.0 
1.5 0.0 0.0 0.0 
2.5 0.0 0.0 0.0 
3.5 0.0 0.0 0.0 
4.5 0.0 0.0 0.0 
5.5 0.0 0.0 0.0 
6.5 0.0 0.0 0.0 
7.5 0.0 0.0 0.0 
8.5 0.0 0.0 0.0 
9.5 0.0 0.0 0.0 
10.5 0.0 0.0 0.0 
11.5 8.884490777884701e-6 7.110764845694104e-5 -5.333866690117164e-5 
12.5 3.687063672822151e-5 0.00016109157755938493 -8.735030410294189e-5 
13.5 9.59525004011548e-5 0.0002993277900120975 -0.00010742278920978792 
14.5 0.00028030568404226235 0.0006005653902955163 -3.9954022210991595e-5 
15.5 0.0005348463485381875 0.0009531535166149758 0.00011653918046139927 
16.5 0.0011700874428664729 0.001749059103652663 0.0005911157820802828 
17.5 0.0016738380773915933 0.0023957539367580162 0.0009519222180251702 
18.5 0.0018861774032735085 0.002679921501004553 0.0010924333055424642 
19.5 0.002088299590727559 0.0029199822068989066 0.0012566169745562112 
20.5 0.0021305009070843963 0.0029621461958791286 0.0012988556182896643 
21.5 0.0021051801009483663 0.003015516379740027 0.0011948438221567057 
22.5 0.001672949632023333 0.0024263374382309712 0.0009195618258156946 
23.5 0.0012056254059780115 0.0017792133834154647 0.0006320374285405583 
24.5 0.0007378569665223825 0.0012913375696977285 0.00018437636334703647 
25.5 0.00029052284843682967 0.0006965805270353893 -0.00011553483016172992 
26.5 7.951619246206807e-5 0.0002958804501088926 -0.00013684806518475648 
27.5 1.0217164394567407e-5 7.684196014554642e-5 -5.640763135641161e-5 
28.5 4.4422453889423506e-7 1.4491837893332624e-5 -1.3603388815544153e-5 
