# step Etot Epot T p 
94500 -18967.067 -23038.6702 1580.9598 -194.6338 
95000 -19154.099 -23118.5714 1539.3621 -59.3033 
95500 -19244.949 -23189.1462 1531.4894 666.7953 
96000 -19404.9026 -23226.6829 1483.9563 -163.2803 
96500 -19694.3179 -23531.252 1489.8403 161.8192 
97000 -19742.087 -23593.4365 1495.4377 -16.7002 
97500 -19570.2205 -23402.7198 1488.1184 -285.0247 
98000 -19572.3856 -23360.8761 1471.0302 -130.8044 
98500 -19604.9895 -23321.6055 1443.1221 293.2017 
99000 -19617.4099 -23348.5351 1448.7559 -224.9006 
99500 -19388.7877 -23460.5087 1581.0056 -280.1128 
100000 -19694.0619 -23582.2824 1509.7543 159.9478 
100500 -19703.5307 -23635.2145 1526.6306 231.3709 
101000 -19701.3337 -23580.5428 1506.2553 -131.7223 
101500 -19378.2069 -23115.1817 1451.0272 -198.7708 
102000 -19382.7502 -23276.6717 1511.9679 188.167 
102500 -19563.2307 -23268.4477 1438.696 -213.4105 
103000 -19307.3503 -23260.2131 1534.8542 -407.8169 
103500 -19436.8149 -23282.7543 1493.337 -18.7881 
104000 -19450.9082 -23346.8869 1512.7667 77.7252 
104500 -19375.0548 -23219.588 1492.791 81.6458 
105000 -19481.7217 -23326.3626 1492.8328 -503.8967 
105500 -19459.9485 -23434.236 1543.1732 -40.0213 
106000 -19671.8471 -23327.4881 1419.4462 -1142.2941 
106500 -19393.5095 -23423.176 1564.6762 382.7164 
107000 -19503.9406 -23443.0034 1529.4958 256.113 
107500 -19931.7753 -23812.1517 1506.7085 -708.5511 
108000 -19746.5517 -23549.4566 1476.6272 361.9805 
108500 -19636.4224 -23578.8597 1530.8061 399.5133 
109000 -19423.8368 -23273.8589 1494.9223 40.8068 
109500 -19046.2364 -22997.2871 1534.1506 -377.0621 
110000 -18987.9243 -22939.615 1534.3991 -236.7731 
110500 -19035.6438 -22851.58 1481.6871 -33.1136 
111000 -19425.2702 -23304.8378 1506.3945 -114.7439 
111500 -19332.4294 -23185.7662 1496.2093 -23.1007 
112000 -19455.9942 -23282.727 1485.8793 285.178 
112500 -19378.8779 -23077.3722 1436.0857 239.8214 
113000 -19196.9638 -23211.896 1558.9551 -174.9174 
113500 -19284.6183 -23170.1541 1508.7118 -559.2248 
114000 -19156.9761 -23082.1172 1524.0902 -298.2438 
114500 -19052.9164 -23047.1297 1550.9101 109.1307 
115000 -19198.6505 -23245.0553 1571.1756 -282.7952 
115500 -19360.4829 -23356.2278 1551.5049 -166.3322 
116000 -19476.3074 -23340.931 1500.5919 163.2085 
116500 -19478.3069 -23343.1452 1500.6752 447.9214 
117000 -19492.2746 -23341.3592 1494.5583 -458.2639 
117500 -19569.4701 -23574.6881 1555.1832 288.2451 
118000 -19588.2372 -23377.2929 1471.2497 -1035.0281 
118500 -19552.2387 -23716.9833 1617.1256 417.1851 
119000 -19418.0404 -23212.8408 1473.4803 -763.3003 
119500 -19416.5125 -23284.8508 1502.0343 456.2481 
120000 -19389.7849 -23285.6666 1512.729 -288.9704 
120500 -19716.2207 -23644.9893 1525.4987 69.088 
121000 -19877.139 -23580.0044 1437.7829 767.1535 
121500 -20018.7323 -23667.5363 1416.7914 72.7733 
122000 -19881.9103 -23625.9573 1453.7733 322.8608 
122500 -19716.0949 -23457.1727 1452.6204 -85.2429 
123000 -19825.7692 -23599.5402 1465.3148 -388.4398 
123500 -19783.1551 -23585.5544 1476.4308 10.021 
124000 -19741.5748 -23519.4996 1466.9277 -200.6394 
124500 -19829.7832 -23564.6436 1450.2062 -13.8331 
125000 -19697.6324 -23446.2162 1455.5349 102.4837 
125500 -19512.1363 -23318.9217 1478.1339 -51.1144 
126000 -19529.5736 -23531.626 1553.954 237.7503 
126500 -19475.7503 -23480.1914 1554.8815 96.2793 
127000 -19459.49 -23329.6386 1502.7372 -157.8671 
127500 -19661.2588 -23573.9984 1519.2748 995.1048 
128000 -19605.657 -23449.8625 1492.6638 -497.6517 
