ETITLE:      TS           BOND          ANGLE          DIHED          IMPRP               ELECT            VDW       BOUNDARY           MISC        KINETIC               TOTAL           TEMP      POTENTIAL         TOTAL3        TEMPAVG            PRESSURE      GPRESSURE         VOLUME       PRESSAVG      GPRESSAVG
ENERGY:   18000         0.0000         0.0000         0.0000         0.0000              0.0000    -30361.7638         0.0000         0.0000       766.8996         -29594.8642       297.7789    -30361.7638    -29594.7747       297.8770            -40.7559       -40.7559    125000.0000       133.0517       133.0517
ENERGY:   18500         0.0000         0.0000         0.0000         0.0000              0.0000    -30383.7643         0.0000         0.0000       775.6601         -29608.1041       301.1805    -30383.7643    -29608.0505       292.2331           -147.7241      -147.7241    125000.0000        67.3157        67.3157
ENERGY:   19000         0.0000         0.0000         0.0000         0.0000              0.0000    -30379.2101         0.0000         0.0000       799.9645         -29579.2456       310.6176    -30379.2101    -29579.2430       290.6288             31.9829        31.9829    125000.0000        18.1487        18.1487
ENERGY:   19500         0.0000         0.0000         0.0000         0.0000              0.0000    -30318.0190         0.0000         0.0000       772.4888         -29545.5302       299.9491    -30318.0190    -29544.4545       305.5725            110.7260       110.7260    125000.0000        43.9679        43.9679
ENERGY:   20000         0.0000         0.0000         0.0000         0.0000              0.0000    -30305.8634         0.0000         0.0000       813.8810         -29491.9824       316.0213    -30305.8634    -29490.3695       309.9479            -72.1749       -72.1749    125000.0000       -39.2819       -39.2819
ENERGY:   20500         0.0000         0.0000         0.0000         0.0000              0.0000    -30332.4982         0.0000         0.0000       803.0205         -29529.4777       311.8042    -30332.4982    -29528.8599       310.9447           -281.9934      -281.9934    125000.0000        58.4549        58.4549
ENERGY:   21000         0.0000         0.0000         0.0000         0.0000              0.0000    -30325.9664         0.0000         0.0000       758.4967         -29567.4697       294.5161    -30325.9664    -29567.2770       304.8887             -3.1908        -3.1908    125000.0000      -106.8827      -106.8827
ENERGY:   21500         0.0000         0.0000         0.0000         0.0000              0.0000    -30371.5503         0.0000         0.0000       790.7826         -29580.7677       307.0524    -30371.5503    -29582.6813       298.1498            214.2502       214.2502    125000.0000         6.9966         6.9966
ENERGY:   22000         0.0000         0.0000         0.0000         0.0000              0.0000    -30373.0343         0.0000         0.0000       780.3646         -29592.6697       303.0072    -30373.0343    -29593.9585       298.7480            209.3807       209.3807    125000.0000        10.9281        10.9281
ENERGY:   22500         0.0000         0.0000         0.0000         0.0000              0.0000    -30348.4918         0.0000         0.0000       763.9829         -29584.5088       296.6464    -30348.4918    -29583.6328       293.1613             15.6544        15.6544    125000.0000        -3.8613        -3.8613
ENERGY:   23000         0.0000         0.0000         0.0000         0.0000              0.0000    -30321.4856         0.0000         0.0000       789.0002         -29532.4855       306.3603    -30321.4856    -29532.7319       300.1795           -219.3789      -219.3789    125000.0000       -50.5260       -50.5260
ENERGY:   23500         0.0000         0.0000         0.0000         0.0000              0.0000    -30309.3785         0.0000         0.0000       755.0589         -29554.3196       293.1813    -30309.3785    -29554.1653       304.2746            111.9445       111.9445    125000.0000        71.7776        71.7776
ENERGY:   24000         0.0000         0.0000         0.0000         0.0000              0.0000    -30265.0229         0.0000         0.0000       773.8180         -29491.2049       300.4652    -30265.0229    -29490.6103       311.7572            443.0722       443.0722    125000.0000       -27.5673       -27.5673
ENERGY:   24500         0.0000         0.0000         0.0000         0.0000              0.0000    -30317.8013         0.0000         0.0000       809.2298         -29508.5715       314.2152    -30317.8013    -29508.0466       309.9020            341.9431       341.9431    125000.0000       -70.2819       -70.2819
ENERGY:   25000         0.0000         0.0000         0.0000         0.0000              0.0000    -30307.7346         0.0000         0.0000       805.1068         -29502.6278       312.6143    -30307.7346    -29504.1238       306.4124             -2.9255        -2.9255    125000.0000       -77.2337       -77.2337
ENERGY:   25500         0.0000         0.0000         0.0000         0.0000              0.0000    -30315.3751         0.0000         0.0000       796.1676         -29519.2075       309.1433    -30315.3751    -29518.6099       312.4838            106.9866       106.9866    125000.0000        59.8895        59.8895
ENERGY:   26000         0.0000         0.0000         0.0000         0.0000              0.0000    -30295.1530         0.0000         0.0000       794.1353         -29501.0177       308.3542    -30295.1530    -29500.6897       311.5026            160.3942       160.3942    125000.0000        48.1717        48.1717
ENERGY:   26500         0.0000         0.0000         0.0000         0.0000              0.0000    -30319.5904         0.0000         0.0000       815.9332         -29503.6572       316.8181    -30319.5904    -29502.9815       311.1224            213.1406       213.1406    125000.0000        45.0275        45.0275
ENERGY:   27000         0.0000         0.0000         0.0000         0.0000              0.0000    -30266.1563         0.0000         0.0000       777.1543         -29489.0021       301.7607    -30266.1563    -29488.8630       311.8711             -4.2737        -4.2737    125000.0000       -59.3998       -59.3998
ENERGY:   27500         0.0000         0.0000         0.0000         0.0000              0.0000    -30307.7496         0.0000         0.0000       764.9191         -29542.8305       297.0099    -30307.7496    -29543.0102       307.6208           -135.7220      -135.7220    125000.0000       -18.8922       -18.8922
ENERGY:   28000         0.0000         0.0000         0.0000         0.0000              0.0000    -30301.4346         0.0000         0.0000       777.4236         -29524.0110       301.8653    -30301.4346    -29523.3448       302.1683           -386.6421      -386.6421    125000.0000       -74.5052       -74.5052
ENERGY:   28500         0.0000         0.0000         0.0000         0.0000              0.0000    -30326.9809         0.0000         0.0000       780.4666         -29546.5143       303.0468    -30326.9809    -29546.2558       299.1285             74.8861        74.8861    125000.0000        -1.1900        -1.1900
ENERGY:   29000         0.0000         0.0000         0.0000         0.0000              0.0000    -30337.1265         0.0000         0.0000       778.5820         -29558.5444       302.3150    -30337.1265    -29559.6574       301.7421            243.0299       243.0299    125000.0000       -12.6520       -12.6520
ENERGY:   29500         0.0000         0.0000         0.0000         0.0000              0.0000    -30320.6507         0.0000         0.0000       771.6334         -29549.0173       299.6169    -30320.6507    -29548.3411       298.9539            -72.9960       -72.9960    125000.0000       -72.3768       -72.3768
ENERGY:   30000         0.0000         0.0000         0.0000         0.0000              0.0000    -30339.2109         0.0000         0.0000       752.3106         -29586.9003       292.1141    -30339.2109    -29586.7587       300.0581             18.0381        18.0381    125000.0000       116.6570       116.6570
ENERGY:   30500         0.0000         0.0000         0.0000         0.0000              0.0000    -30375.2643         0.0000         0.0000       756.6827         -29618.5816       293.8118    -30375.2643    -29617.3154       290.0712            214.8467       214.8467    125000.0000       -63.0927       -63.0927
ENERGY:   31000         0.0000         0.0000         0.0000         0.0000              0.0000    -30315.7976         0.0000         0.0000       774.5282         -29541.2694       300.7410    -30315.7976    -29541.0590       298.9806             67.3708        67.3708    125000.0000       -20.1150       -20.1150
ENERGY:   31500         0.0000         0.0000         0.0000         0.0000              0.0000    -30335.4475         0.0000         0.0000       774.2799         -29561.1676       300.6446    -30335.4475    -29560.3855       303.4069             13.2140        13.2140    125000.0000         9.0136         9.0136
ENERGY:   32000         0.0000         0.0000         0.0000         0.0000              0.0000    -30324.5593         0.0000         0.0000       747.3743         -29577.1850       290.1974    -30324.5593    -29578.1648       295.9329           -121.2379      -121.2379    125000.0000        62.1598        62.1598
ENERGY:   32500         0.0000         0.0000         0.0000         0.0000              0.0000    -30330.5520         0.0000         0.0000       733.1280         -29597.4240       284.6657    -30330.5520    -29597.8796       294.7714             68.4609        68.4609    125000.0000       -17.9453       -17.9453
ENERGY:   33000         0.0000         0.0000         0.0000         0.0000              0.0000    -30364.8885         0.0000         0.0000       790.5814         -29574.3071       306.9743    -30364.8885    -29574.5613       295.9220            230.4279       230.4279    125000.0000        16.3484        16.3484
ENERGY:   33500         0.0000         0.0000         0.0000         0.0000              0.0000    -30367.1786         0.0000         0.0000       753.0433         -29614.1354       292.3986    -30367.1786    -29613.7046       295.0636            330.1155       330.1155    125000.0000        40.7269        40.7269
ENERGY:   34000         0.0000         0.0000         0.0000         0.0000              0.0000    -30333.6396         0.0000         0.0000       754.1375         -29579.5021       292.8235    -30333.6396    -29580.5196       297.6176            118.8359       118.8359    125000.0000      -105.5963      -105.5963
ENERGY:   34500         0.0000         0.0000         0.0000         0.0000              0.0000    -30353.1320         0.0000         0.0000       753.6134         -29599.5186       292.6200    -30353.1320    -29600.9111       293.7686            100.9239       100.9239    125000.0000        16.8245        16.8245
ENERGY:   35000         0.0000         0.0000         0.0000         0.0000              0.0000    -30357.7238         0.0000         0.0000       749.9845         -29607.7394       291.2109    -30357.7238    -29607.6836       296.0382            159.3234       159.3234    125000.0000        -4.7096        -4.7096
ENERGY:   35500         0.0000         0.0000         0.0000         0.0000              0.0000    -30361.7569         0.0000         0.0000       759.2546         -29602.5023       294.8104    -30361.7569    -29603.4179       289.3120            200.8997       200.8997    125000.0000        70.1417        70.1417
ENERGY:   36000         0.0000         0.0000         0.0000         0.0000              0.0000    -30344.4689         0.0000         0.0000       761.8362         -29582.6327       295.8128    -30344.4689    -29584.0185       289.1487            164.8808       164.8808    125000.0000      -113.5126      -113.5126
ENERGY:   36500         0.0000         0.0000         0.0000         0.0000              0.0000    -30347.6739         0.0000         0.0000       769.7777         -29577.8962       298.8964    -30347.6739    -29577.5158       294.7115            -44.1661       -44.1661    125000.0000       -17.1708       -17.1708
ENERGY:   37000         0.0000         0.0000         0.0000         0.0000              0.0000    -30359.0600         0.0000         0.0000       807.2307         -29551.8293       313.4390    -30359.0600    -29551.8431       300.9543            -30.3264       -30.3264    125000.0000       -33.5249       -33.5249
ENERGY:   37500         0.0000         0.0000         0.0000         0.0000              0.0000    -30296.5899         0.0000         0.0000       758.5915         -29537.9984       294.5529    -30296.5899    -29537.0043       303.4683           -135.7821      -135.7821    125000.0000        39.5874        39.5874
ENERGY:   38000         0.0000         0.0000         0.0000         0.0000              0.0000    -30351.3665         0.0000         0.0000       766.8859         -29584.4806       297.7736    -30351.3665    -29583.4483       301.2960            -74.9690       -74.9690    125000.0000        32.5248        32.5248
ENERGY:   38500         0.0000         0.0000         0.0000         0.0000              0.0000    -30332.8609         0.0000         0.0000       787.6270         -29545.2339       305.8271    -30332.8609    -29544.1479       302.1068            -19.0318       -19.0318    125000.0000        25.0729        25.0729
ENERGY:   39000         0.0000         0.0000         0.0000         0.0000              0.0000    -30342.5498         0.0000         0.0000       780.4936         -29562.0562       303.0573    -30342.5498    -29564.0833       304.3066             51.7959        51.7959    125000.0000      -124.7885      -124.7885
ENERGY:   39500         0.0000         0.0000         0.0000         0.0000              0.0000    -30333.4778         0.0000         0.0000       791.9717         -29541.5060       307.5141    -30333.4778    -29540.5301       298.6890           -102.0597      -102.0597    125000.0000        57.4142        57.4142
ENERGY:   40000         0.0000         0.0000         0.0000         0.0000              0.0000    -30338.6175         0.0000         0.0000       753.4715         -29585.1460       292.5649    -30338.6175    -29584.2378       303.1925           -499.6012      -499.6012    125000.0000        26.0590        26.0590
ENERGY:   40500         0.0000         0.0000         0.0000         0.0000              0.0000    -30333.3862         0.0000         0.0000       764.7605         -29568.6257       296.9483    -30333.3862    -29567.6728       298.1324           -180.7641      -180.7641    125000.0000       -19.4722       -19.4722
ENERGY:   41000         0.0000         0.0000         0.0000         0.0000              0.0000    -30323.8890         0.0000         0.0000       768.4185         -29555.4705       298.3687    -30323.8890    -29556.1620       302.9353           -398.7958      -398.7958    125000.0000       -95.9214       -95.9214
ENERGY:   41500         0.0000         0.0000         0.0000         0.0000              0.0000    -30323.4005         0.0000         0.0000       763.6222         -29559.7783       296.5063    -30323.4005    -29559.7783       299.4299            -17.7704       -17.7704    125000.0000        41.8241        41.8241
ENERGY:   42000         0.0000         0.0000         0.0000         0.0000              0.0000    -30344.6341         0.0000         0.0000       770.2935         -29574.3406       299.0967    -30344.6341    -29574.2733       300.5385             83.5185        83.5185    125000.0000        51.8776        51.8776
ENERGY:   42500         0.0000         0.0000         0.0000         0.0000              0.0000    -30347.6919         0.0000         0.0000       776.1700         -29571.5219       301.3785    -30347.6919    -29570.9343       301.1418           -160.2653      -160.2653    125000.0000        29.3542        29.3542
ENERGY:   43000         0.0000         0.0000         0.0000         0.0000              0.0000    -30344.1087         0.0000         0.0000       756.5822         -29587.5265       293.7727    -30344.1087    -29588.3959       298.1028           -172.1125      -172.1125    125000.0000       -99.7020       -99.7020
