ETITLE:      TS           BOND          ANGLE          DIHED          IMPRP               ELECT            VDW       BOUNDARY           MISC        KINETIC               TOTAL           TEMP      POTENTIAL         TOTAL3        TEMPAVG            PRESSURE      GPRESSURE         VOLUME       PRESSAVG      GPRESSAVG
ENERGY:   10500       989.5807      5966.3253      3521.7516        33.6931         -30393.8336     -1193.9873         0.0000         0.0000     11264.6507          -9811.8195       319.7738    -21076.4701     -9714.5182       320.3900            253.0789       269.6981    153671.6957       -63.3733       -63.2911
ENERGY:   11000      1023.2124      5954.5582      3549.3679        51.6272         -30274.7683     -1264.7295         0.0000         0.0000     11366.9775          -9593.7545       322.6786    -20960.7320     -9501.8099       322.1461             68.3129        69.3820    153671.6957       -56.3464       -56.7827
ENERGY:   11500      1051.1298      5960.6989      3583.7939        37.1278         -30413.4379     -1266.6447         0.0000         0.0000     11336.4608          -9710.8714       321.8123    -21047.3322     -9613.1040       322.3154           -131.7218      -117.0020    153671.6957        75.8266        75.9312
ENERGY:   12000      1061.5342      6037.4810      3560.3399        43.4177         -30437.8934     -1284.0489         0.0000         0.0000     11346.3350          -9672.8345       322.0926    -21019.1695     -9573.5344       323.2793            -89.3609       -79.3948    153671.6957       -62.8181       -62.7686
ENERGY:   12500      1005.3890      5980.3182      3566.4595        45.7600         -30323.9278     -1307.7998         0.0000         0.0000     11379.8355          -9653.9655       323.0436    -21033.8010     -9556.6831       323.0520            168.6197       174.8289    153671.6957      -141.5728      -141.6650
ENERGY:   13000       986.8343      6039.8095      3566.9609        50.0763         -30501.6768     -1210.8573         0.0000         0.0000     11391.6204          -9677.2328       323.3781    -21068.8532     -9576.4773       323.8420             70.9110        74.5103    153671.6957      -117.2089      -117.4657
ENERGY:   13500       997.0909      5925.8642      3602.4775        42.8293         -30329.6326     -1271.1820         0.0000         0.0000     11426.7272          -9605.8255       324.3747    -21032.5527     -9501.2805       322.8231            134.4761       151.4778    153671.6957       -69.8762       -69.7628
ENERGY:   14000      1056.3091      5921.3862      3532.5500        48.4830         -30307.8339     -1337.0191         0.0000         0.0000     11385.5377          -9700.5870       323.2055    -21086.1246     -9604.5663       322.4843           -901.5621      -887.8787    153671.6957       -25.4833       -25.3873
ENERGY:   14500      1035.8325      5925.2808      3573.1900        46.1079         -30402.9308     -1261.8072         0.0000         0.0000     11251.8805          -9832.4463       319.4113    -21084.3268     -9733.0646       321.4517           -309.8024      -310.6549    153671.6957       -93.3964       -93.3420
ENERGY:   15000      1014.1196      5917.4648      3561.8184        45.2379         -30347.9755     -1266.4578         0.0000         0.0000     11312.6699          -9763.1227       321.1369    -21075.7926     -9666.5551       320.4161             60.8491        76.0503    153671.6957      -181.4050      -181.0037
ENERGY:   15500       990.8044      5931.5313      3559.5677        49.7788         -30283.6165     -1273.9246         0.0000         0.0000     11216.9679          -9808.8911       318.4202    -21025.8589     -9712.0817       320.5837           -147.2270      -120.1919    153671.6957      -129.0336      -129.1154
ENERGY:   16000      1020.2964      5887.1242      3563.8864        54.3191         -30370.1715     -1234.3829         0.0000         0.0000     11330.4020          -9748.5263       321.6403    -21078.9282     -9655.7430       320.2558           -188.7102      -187.9987    153671.6957      -269.9163      -269.8257
ENERGY:   16500      1020.9786      5862.2942      3578.4722        42.2789         -30490.6031     -1161.4851         0.0000         0.0000     11422.5578          -9725.5065       324.2564    -21148.0642     -9624.8941       320.2664            263.3268       290.9397    153671.6957      -145.7686      -145.8610
ENERGY:   17000      1019.0539      5973.4493      3596.2059        45.1987         -30384.7652     -1272.3667         0.0000         0.0000     11331.3707          -9691.8533       321.6678    -21023.2240     -9601.1668       322.0825            120.2134       124.9645    153671.6957       -33.1983       -33.4013
ENERGY:   17500       975.6580      5952.1219      3547.3074        43.3166         -30399.6093     -1217.2153         0.0000         0.0000     11339.3473          -9759.0735       321.8942    -21098.4208     -9668.9206       321.6322             94.5425       112.8148    153671.6957       -39.5352       -39.2950
